followers,engagement_rate,past_interactions,content_sentiment,posting_hour,account_age_days,num_hashtags,has_media,is_reply,impressions,is_viral
695,0.0506,50,0.2348,20,1539,1,0,0,904,0
641,0.0554,17,0.1034,8,906,1,0,0,379,0
1102,0.0671,102,0.5937,17,751,3,0,0,975,0
50,0.0681,1,0.2856,22,840,2,0,0,51,0
118,0.0571,9,0.1879,18,1302,2,0,1,36,0
21170,0.0352,581,0.1258,16,4715,1,1,0,21371,0
34924,0.0365,1123,0.6743,19,88,5,0,0,39838,0
1154,0.0682,46,0.4793,10,1141,4,1,0,483,0
5104,0.044,137,-0.0677,10,695,1,1,1,1921,0
3166,0.0476,184,0.4198,12,557,2,1,1,1084,0
461383,0.023,15332,0.0415,11,62,3,1,0,347702,0
13564,0.0529,797,0.7421,17,1188,6,1,0,10780,0
1436,0.0705,123,0.2696,11,587,2,0,0,1586,0
323,0.0614,25,0.4839,12,288,2,1,0,809,1
100,0.0624,4,0.2261,10,694,4,0,0,75,0
2607,0.0489,69,-0.3113,7,496,2,0,1,438,0
463,0.0316,7,0.202,8,116,2,1,0,464,0
139,0.0677,8,0.424,8,726,4,1,0,157,0
564,0.056,23,0.4837,19,1188,1,1,0,1602,1
258,0.0621,9,0.6368,9,384,3,1,0,974,1
37678,0.0307,786,-0.0929,19,864,1,0,0,27592,0
8839,0.0398,219,0.1569,23,741,0,1,0,2880,0
1782,0.0459,115,0.9184,18,1892,1,1,0,5988,1
25949,0.0496,823,-0.0834,9,599,4,0,0,26762,0
2078,0.0457,98,0.4452,14,1481,5,0,0,412,0
383,0.077,32,0.6927,18,486,2,1,0,636,0
28046,0.0433,1268,0.5403,16,4756,3,0,1,4815,0
4769,0.0334,95,0.2036,17,429,1,1,1,987,0
279,0.0562,12,-0.0045,9,335,1,0,0,191,0
1283,0.0449,31,0.3797,10,601,1,1,0,1525,0
373,0.0344,11,0.205,16,321,1,0,1,61,0
150,0.0759,7,0.0988,16,190,0,1,0,188,0
9576,0.0504,511,-0.2048,10,1376,2,0,1,1253,0
56215,0.0416,2788,0.3837,9,31,2,0,0,149832,1
145,0.0617,9,0.4627,20,324,2,0,1,115,0
4980,0.0321,149,-0.04,9,173,1,0,0,876,0
560,0.0498,24,0.5246,19,766,2,0,0,535,0
752,0.0619,62,0.5189,20,74,0,0,1,126,0
622,0.0437,19,0.5359,10,1150,2,0,1,172,0
381,0.0309,14,0.0753,18,1281,2,1,0,128,0
1973,0.0474,117,0.0696,10,129,2,0,0,1535,0
405,0.0546,20,0.4453,19,804,2,1,0,487,0
2941,0.0494,115,0.8095,14,1114,2,0,0,2476,0
1651,0.0576,92,0.1922,19,1703,1,0,0,3764,1
1176,0.0581,40,0.4068,18,153,0,0,1,792,0
352,0.0591,11,0.6739,21,133,0,0,0,319,0
640,0.0661,25,0.6694,21,2988,1,1,1,588,0
7042,0.0294,142,-0.3108,20,292,1,0,0,4497,0
4454,0.0514,230,-0.1209,6,392,2,1,0,4396,0
311,0.0633,26,-0.0063,9,1252,2,1,0,885,1
2162,0.0369,58,-0.558,18,206,3,0,0,921,0
6991,0.0296,296,0.2928,20,509,1,0,0,4177,0
89,0.0545,7,-0.0427,11,1622,2,0,0,34,0
4808,0.0395,276,0.5753,9,160,1,0,1,911,0
548,0.0623,45,0.2804,18,403,4,1,1,499,0
5049,0.0397,173,-0.281,16,215,1,1,0,4845,0
457,0.0469,12,0.8314,9,306,0,1,0,961,1
70,0.0568,4,0.3292,10,2176,0,1,0,172,1
96,0.0729,7,-0.3685,21,2710,2,1,0,115,0
1971,0.0498,132,0.5838,18,860,1,0,1,243,0
2885,0.0463,199,0.7458,20,1132,2,1,0,3961,0
355,0.0554,19,0.2911,9,1101,2,0,0,283,0
5707,0.0583,281,-0.1507,8,339,1,1,1,918,0
90,0.0545,3,0.7249,8,843,3,0,0,60,0
1605,0.0636,51,-0.0968,8,182,0,1,0,1491,0
204,0.0608,12,0.2762,10,255,1,0,0,144,0
559,0.0531,31,0.0266,12,609,1,1,1,134,0
1969,0.0747,194,0.0769,18,230,4,0,0,1299,0
384,0.0456,17,0.4665,20,186,3,0,0,280,0
904,0.0492,63,0.7058,20,326,0,0,0,515,0
11062,0.0304,379,0.7604,19,2092,3,1,0,33727,1
640,0.0637,54,0.3461,10,3156,2,0,1,116,0
8137,0.0609,321,0.1883,19,643,1,0,0,11301,0
236,0.0748,23,0.5218,11,1190,0,0,0,627,1
4692,0.0584,322,0.1323,7,378,5,1,0,2524,0
24217,0.0376,611,0.2176,10,84,2,0,0,17891,0
50,0.0606,2,-0.1363,7,272,2,1,0,34,0
430,0.039,23,0.4534,15,488,1,1,0,430,0
5108,0.0662,179,0.5985,20,765,3,0,1,2434,0
1254,0.0562,67,0.4167,10,601,2,0,0,1965,0
3526,0.0424,121,-0.014,15,501,1,1,0,7042,1
609,0.0676,47,-0.1609,21,374,2,1,0,742,0
2112,0.0396,112,0.4861,16,938,2,0,0,661,0
1366,0.0552,64,-0.2212,10,170,2,0,0,1619,0
14794,0.0399,546,0.4835,17,1483,0,0,0,11140,0
2858,0.0546,231,-0.4101,11,370,3,0,0,2327,0
3319,0.0469,199,0.3212,18,5000,3,1,0,6666,1
861,0.0385,46,0.2105,9,485,2,1,0,501,0
751,0.0543,38,-0.0782,10,411,2,1,0,921,0
829,0.0636,38,-0.2529,21,378,5,1,1,348,0
3677,0.0469,157,-0.1593,22,415,1,1,0,2083,0
847,0.0608,62,-0.1222,11,1220,1,1,0,1071,0
3046,0.0375,69,-0.3115,20,637,5,1,1,617,0
75789,0.0348,2031,0.4132,16,1784,1,0,0,55050,0
8673,0.0375,177,-0.4548,10,1058,1,1,0,25772,1
1005,0.0598,56,0.5713,11,686,4,1,0,1556,0
15712,0.0417,869,-0.1368,18,965,0,1,0,11790,0
867,0.0598,27,0.3792,17,2200,2,1,0,1044,0
50,0.0751,4,0.4606,8,1282,2,0,0,28,0
294,0.0642,27,0.5525,17,880,4,1,1,84,0
62,0.0662,3,0.429,11,1015,1,1,0,50,0
960,0.0425,48,-0.1159,19,210,4,0,0,1633,0
1868,0.0498,137,-0.0647,19,5000,0,1,0,2467,0
36959,0.0326,1761,0.3606,10,1127,0,0,1,13286,0
3256,0.0442,105,0.4643,10,1246,2,1,0,5803,0
1218,0.0478,34,0.1559,17,646,3,1,0,1116,0
8045,0.0342,178,-0.3181,20,66,4,1,0,15032,1
50,0.0447,2,0.3892,19,510,4,1,0,55,0
2763,0.0416,140,0.2276,9,717,2,1,0,5209,1
7241,0.0464,394,-0.2229,8,292,2,1,0,5483,0
126,0.0471,4,0.3541,8,289,1,1,1,92,0
14168,0.0419,397,0.1359,9,473,1,0,1,3797,0
3325,0.0666,239,0.1411,11,1438,2,1,0,3181,0
856,0.0632,53,0.4798,9,2334,6,1,0,715,0
5647,0.0619,429,0.5368,12,789,2,0,0,6969,0
107715,0.0376,3808,0.4913,8,377,3,1,0,130916,0
2508,0.0604,126,0.5011,16,462,1,1,0,1600,0
2826,0.041,91,0.8904,10,734,3,0,0,6092,1
790,0.0469,26,0.5774,11,827,1,1,0,1052,0
391,0.0287,8,0.4962,10,1027,1,0,0,207,0
8059,0.0559,267,0.0892,16,428,2,1,0,4602,0
387,0.0716,23,0.5094,18,1129,3,1,0,1131,1
2056,0.044,48,0.5082,8,1043,1,1,0,2914,0
765,0.0509,26,-0.2643,8,448,4,0,0,183,0
4281,0.039,208,0.4731,10,119,4,1,0,1807,0
3296,0.0514,139,-0.3134,19,274,3,1,0,4966,0
11702,0.0538,735,-0.3157,17,3189,2,0,0,4741,0
721,0.0362,31,0.001,11,122,0,1,0,548,0
1112,0.056,67,-0.0421,18,2483,2,0,0,1129,0
310,0.0543,24,0.1299,10,118,3,0,1,222,0
812,0.0543,23,0.0123,9,307,3,1,1,317,0
3565,0.0519,229,0.1884,9,457,0,1,0,7067,1
7062,0.0427,439,0.3825,8,3953,1,0,0,5992,0
343,0.0556,25,0.6656,8,682,2,0,0,538,0
8649,0.0416,240,0.4252,11,536,1,1,1,3407,0
20746,0.0499,856,0.2415,9,261,0,1,0,30962,0
3805,0.0512,131,0.6154,19,1120,2,1,0,6002,0
53009,0.0387,2258,-0.0156,12,398,3,0,0,11264,0
449,0.0429,23,0.4509,11,529,7,1,1,128,0
192,0.0552,8,0.1403,8,464,2,1,1,69,0
73,0.0718,5,0.57,10,1366,2,1,0,189,1
26712,0.0396,1259,0.4817,9,1424,1,1,0,58548,1
5871,0.0519,280,-0.0495,8,273,2,0,0,6426,0
1635,0.0681,150,0.6608,17,355,2,0,0,2353,0
2992,0.0584,222,0.4936,9,321,3,1,0,8778,1
238,0.059,7,0.2144,10,798,1,1,0,559,1
147613,0.0273,4514,0.8905,17,1646,2,0,1,21373,0
2281,0.0235,39,0.674,10,809,1,0,1,612,0
2201,0.0475,110,0.3614,10,74,3,0,0,2004,0
6676,0.0415,403,-0.5043,10,1421,1,1,1,3339,0
4297,0.0504,298,0.1308,21,172,1,1,0,11605,1
2705,0.0468,114,0.4823,11,325,2,1,0,6719,1
435,0.0525,18,0.0683,21,811,4,0,0,353,0
4224,0.0288,89,0.0448,7,611,2,1,1,895,0
53511,0.027,1494,0.384,20,1591,4,0,0,12660,0
20368,0.0451,563,0.0919,18,361,4,1,0,23420,0
31816,0.0557,1859,0.4135,11,252,3,1,1,18143,0
720,0.0527,19,-0.5282,10,487,3,1,0,764,0
304,0.0604,15,0.6209,10,1766,1,1,0,1086,1
1441,0.0604,62,0.4766,20,1248,0,0,0,1885,0
1998,0.0415,121,-0.3412,18,725,1,1,1,202,0
12958,0.0458,728,-0.0654,16,2504,4,1,0,22852,0
85,0.0548,3,0.1414,8,2089,1,1,0,30,0
28372,0.0476,801,0.5768,21,1463,2,1,0,25253,0
1360,0.0527,72,0.209,10,204,1,1,1,418,0
838,0.0561,33,0.4732,22,1455,4,1,0,402,0
292,0.0495,14,0.4519,20,543,3,1,1,291,0
91,0.069,8,0.3722,9,448,4,1,0,107,0
7956,0.0649,576,0.0495,17,336,6,0,1,732,0
2063,0.0394,92,-0.061,19,560,1,1,0,3436,0
177,0.0559,10,0.4058,16,355,2,0,0,85,0
175,0.0616,15,0.691,19,788,3,0,0,177,0
987,0.0603,85,0.3526,9,559,0,0,0,1963,1
36469,0.0324,1196,0.1344,10,829,3,1,0,34939,0
1133,0.0235,21,0.5012,10,1156,2,1,0,1150,0
120,0.0744,8,0.422,8,495,4,1,0,101,0
1161,0.0594,47,0.4698,11,318,4,1,0,2203,1
1106,0.0345,43,0.247,10,89,2,1,0,2348,1
50,0.0582,2,0.2829,7,1437,2,1,1,28,0
1639,0.0661,65,0.273,8,719,1,0,0,335,0
1193,0.0661,55,0.4336,21,557,0,1,1,279,0
6330,0.0544,337,-0.0322,12,2147,0,0,0,1433,0
50418,0.0349,2443,0.4487,16,183,0,1,0,37852,0
13736,0.0427,625,0.1861,15,703,0,0,0,11138,0
1114,0.0506,66,0.1915,9,253,1,0,0,259,0
246,0.0692,14,0.8607,14,1281,2,1,1,53,0
185729,0.0227,4519,-0.2935,16,71,3,0,0,50448,0
2011,0.0415,79,0.3937,19,1486,0,1,0,5646,1
1853,0.06,128,-0.3437,20,1426,2,0,0,1245,0
1731,0.0497,47,0.2403,8,264,3,1,1,1346,0
2582,0.0624,159,0.478,10,710,3,0,1,935,0
1394,0.0443,49,-0.1849,8,270,4,1,0,832,0
643,0.0536,28,-0.2508,20,1020,3,1,0,660,0
675,0.0447,44,0.4385,9,1510,2,1,0,1071,0
1704,0.0503,58,-0.1293,18,243,2,1,0,942,0
679,0.0391,21,-0.1347,19,181,2,1,0,483,0
501,0.0502,25,0.0965,18,1991,4,0,0,137,0
2189,0.0349,104,0.8284,18,4633,0,0,0,3180,0
1142,0.0588,61,0.2941,9,1090,2,1,0,1651,0
27097,0.0463,1561,0.2232,18,1174,2,1,0,28372,0
50,0.047,3,0.0503,17,477,2,1,0,33,0
12896,0.0555,579,-0.0487,9,796,2,1,0,31906,1
17033,0.066,1003,0.031,7,944,1,1,0,31879,1
50,0.0647,2,0.5907,9,554,2,0,0,61,0
975,0.0461,59,-0.0602,8,2565,1,0,0,442,0
926,0.0809,40,-0.0241,23,793,0,1,0,492,0
143,0.0469,5,-0.0517,18,902,2,0,0,124,0
445,0.0558,29,-0.2819,17,565,0,0,0,138,0
244,0.0598,15,0.6911,19,626,3,0,1,58,0
42365,0.0508,2016,0.497,23,2250,2,0,0,3819,0
9742,0.0469,474,0.1355,16,769,3,1,0,6425,0
17832,0.0359,446,0.6414,20,787,1,1,0,31601,0
6627,0.0353,217,-0.0506,8,798,3,1,0,4522,0
236,0.0547,12,0.1336,21,461,2,1,0,934,1
703,0.0437,43,0.5456,17,162,1,0,1,347,0
4362,0.047,155,0.2273,11,3205,2,0,1,862,0
200,0.0531,14,0.4533,16,1935,3,1,0,179,0
6525,0.0299,223,0.5644,10,2319,0,1,0,35051,1
1173,0.0643,39,-0.2022,15,227,1,1,0,655,0
920,0.0477,53,0.6478,9,2821,3,0,0,650,0
6501,0.0322,112,0.2231,8,4754,4,1,1,683,0
4022,0.0451,271,-0.0358,21,1890,1,1,1,842,0
944,0.0533,69,0.3207,11,3455,1,1,0,2396,1
14571,0.0242,281,0.2747,8,1477,3,0,0,6964,0
258,0.0611,11,0.2456,9,285,4,1,0,199,0
5479,0.0351,169,0.4351,9,1105,3,0,0,10696,1
5258,0.0628,282,0.1679,9,239,2,1,0,13017,1
1035,0.0575,51,0.0902,18,365,2,0,1,192,0
3252,0.0437,116,-0.0298,8,912,2,1,1,513,0
190,0.0515,10,0.6364,19,797,3,0,0,541,1
9539,0.0423,268,0.0744,8,1056,3,0,0,9280,0
1296,0.0575,100,-0.5304,11,110,1,1,1,755,0
705,0.0535,49,0.1878,10,570,0,1,1,438,0
11946,0.0403,469,-0.0755,7,1151,2,1,1,2800,0
508,0.0557,38,0.6641,8,1405,5,1,0,156,0
143,0.0541,5,0.5376,9,1500,2,0,0,195,0
109,0.0578,3,0.1483,8,855,0,0,1,11,0
5382,0.0248,149,-0.0678,22,455,1,0,0,825,0
180,0.0689,11,0.7594,11,1098,2,1,0,298,0
42558,0.0404,1832,0.015,10,492,1,1,1,18103,0
50,0.0565,3,0.6316,18,1637,1,0,0,38,0
38315,0.0568,3197,0.6115,9,1019,1,0,1,26802,0
2643,0.0493,147,-0.1097,9,625,3,1,0,5923,1
1519,0.0403,77,0.4183,21,308,2,1,0,2257,0
677,0.0625,24,0.3234,9,2037,2,1,1,797,0
3708,0.0511,125,0.3502,16,1163,0,1,0,5733,0
1689,0.0542,112,0.3629,7,5000,2,1,0,1938,0
13173,0.0378,463,0.5637,9,1125,5,1,0,17922,0
2220,0.0537,112,0.5144,8,1224,1,1,0,2693,0
2369,0.0463,88,-0.0552,10,153,2,1,0,2922,0
939,0.0582,60,0.0963,8,907,5,1,1,424,0
1631,0.0314,35,0.7453,18,484,7,0,0,1027,0
3146,0.0434,154,0.8214,17,1519,0,1,0,5832,1
83,0.0795,4,-0.1641,10,929,0,0,0,46,0
159,0.052,4,0.3357,16,1781,5,1,1,21,0
6890,0.0386,220,0.6792,10,5000,1,1,0,8039,0
2459,0.0443,79,-0.2939,21,299,3,0,1,792,0
1298,0.0392,70,-0.0572,21,1714,1,0,0,821,0
1869,0.0278,28,0.1188,9,1317,3,0,0,903,0
3380,0.0452,103,0.2676,19,4814,4,0,0,6138,1
684,0.0552,39,0.3705,9,1346,3,1,1,174,0
445,0.0551,24,0.3305,21,1213,3,0,0,690,0
2572,0.0471,66,0.7347,9,1558,3,1,1,421,0
310,0.0575,9,-0.0647,9,1671,2,0,0,266,0
3770,0.0573,321,0.6961,11,2847,1,1,1,1258,0
84,0.0603,5,0.6264,7,293,6,0,0,112,0
11527,0.0368,367,0.3837,9,449,4,0,0,9679,0
4233,0.0438,179,0.5895,21,3771,4,0,0,5104,0
2866,0.0539,118,-0.0739,8,93,3,1,1,1505,0
10602,0.057,510,-0.1722,13,611,1,1,1,1311,0
36237,0.0317,1321,-0.2845,11,772,2,0,0,41142,0
11224,0.0437,678,0.221,11,557,4,1,0,11488,0
65,0.0666,2,-0.5735,9,3232,2,1,1,26,0
180,0.0493,11,-0.2522,10,1070,2,1,1,82,0
587,0.0547,19,-0.2472,18,451,1,1,0,1457,1
1894,0.0352,47,0.7168,11,352,2,0,1,1739,0
4590,0.0286,70,-0.0335,16,881,3,0,0,1938,0
489,0.0589,18,0.6187,10,2134,3,1,0,732,0
2530,0.0448,160,0.0773,20,763,0,0,0,2896,0
464,0.0575,25,0.1446,14,581,2,1,0,407,0
601,0.0542,18,-0.4102,9,331,1,0,0,550,0
143,0.0504,10,0.0578,22,966,2,0,0,127,0
343,0.0562,26,0.2781,13,914,0,0,0,100,0
158,0.0474,9,-0.3485,11,322,3,1,1,73,0
312,0.0709,31,0.0298,13,1856,1,1,0,81,0
12046,0.0289,250,0.2607,17,3663,1,0,0,8016,0
327,0.0549,23,0.0783,8,698,6,1,0,309,0
206547,0.0206,5069,0.7196,18,899,3,1,0,130035,0
4393,0.0522,313,0.1931,18,220,1,1,0,10391,1
2521,0.0454,148,0.3749,18,1390,3,0,0,6440,1
385,0.051,16,0.1609,20,1058,0,0,1,235,0
6377,0.0535,434,0.4714,18,480,3,1,0,12855,1
641,0.0544,26,0.0452,19,316,1,0,0,997,0
2252,0.0543,101,-0.3805,9,4219,2,0,0,3618,0
181344,0.0218,2398,-0.1137,19,975,2,1,0,337973,1
1520,0.0366,79,0.3602,10,265,5,1,0,1308,0
14309,0.0428,484,0.2094,19,1564,2,1,1,10072,0
509,0.0519,26,-0.143,8,836,3,1,1,167,0
1697,0.0565,85,0.1044,10,705,2,1,0,7886,1
43802,0.0365,2330,0.0453,17,1769,2,0,0,38670,0
584,0.0566,27,0.4174,9,48,4,0,0,463,0
47212,0.0207,1250,0.4954,20,109,5,0,0,30608,0
6463,0.0638,558,0.4917,16,2641,1,1,0,1975,0
656,0.0524,32,0.6071,11,584,2,0,0,455,0
5643,0.0524,259,-0.3249,9,434,1,1,0,4420,0
10410,0.0346,449,0.3908,12,174,3,0,0,10509,0
5537,0.0486,380,0.1526,17,807,1,0,0,11331,1
107,0.0482,6,0.457,10,913,1,0,0,62,0
488,0.0598,21,0.168,13,2809,3,1,1,102,0
1158,0.0482,77,-0.3506,9,965,0,1,0,961,0
1581,0.0508,71,0.061,16,491,1,0,0,748,0
5525,0.0525,312,0.0557,9,997,1,1,0,8110,0
2489,0.0364,120,0.0815,10,2017,3,1,0,4352,0
163,0.0528,5,0.249,18,1621,2,1,0,322,1
3584,0.0518,238,-0.1246,12,1238,1,0,0,1503,0
5426,0.0666,396,0.2883,10,875,1,1,1,3110,0
4952,0.0446,307,0.4899,10,371,2,1,0,15429,1
12649,0.0481,409,0.4155,20,236,0,1,0,39604,1
8111,0.0429,320,-0.5095,19,202,4,1,0,12924,0
4132,0.0661,364,0.2603,11,986,3,1,0,5824,0
1593,0.033,27,-0.0275,10,1094,1,0,0,1080,0
90,0.0629,3,-0.0635,18,1986,1,0,0,79,0
3917,0.0307,178,0.5771,8,1166,1,0,0,1538,0
2627,0.0234,48,0.4163,8,1902,1,1,0,2083,0
2947,0.051,221,0.0008,19,583,3,1,0,5242,0
181,0.0606,7,0.0826,18,1437,2,1,0,327,0
258,0.0549,12,-0.034,9,244,2,1,0,350,0
12036,0.0414,623,-0.407,9,626,1,1,0,16661,0
1683,0.0813,158,0.4588,11,106,1,1,0,2773,0
6165,0.0425,283,0.6351,23,686,2,0,1,1426,0
1902,0.0549,107,0.725,11,2263,1,1,0,6465,1
1907,0.0433,110,0.8386,19,713,1,1,1,1732,0
9787,0.0462,332,0.5137,22,1368,1,0,1,1093,0
714,0.0513,34,-0.0226,11,874,4,1,1,450,0
2149,0.0452,63,0.2711,20,375,1,1,0,2489,0
786,0.0715,61,0.2825,15,551,1,0,0,1523,1
827,0.0649,40,0.5561,21,2163,3,1,0,1620,1
1036,0.0536,46,0.2029,10,1361,2,1,0,1459,0
2696,0.0254,66,0.2126,17,358,3,1,0,732,0
763,0.0498,20,0.3982,19,166,2,1,0,634,0
17332,0.068,697,-0.074,14,817,3,1,1,5176,0
361,0.0541,23,0.4771,9,371,3,1,0,965,1
1291,0.0624,74,0.373,10,556,2,0,1,556,0
819,0.0676,75,-0.5303,9,155,4,1,0,1067,0
24454,0.0418,1220,0.4864,11,1883,3,1,0,40333,0
2575,0.0402,52,0.7721,20,603,3,0,0,1645,0
11583,0.0182,235,-0.1528,12,702,2,1,0,14445,0
124,0.0675,4,0.523,16,289,2,1,0,166,0
2923,0.0399,149,0.7674,16,504,1,1,1,876,0
8967,0.0454,606,0.3554,10,751,4,1,0,9812,0
2096,0.0369,79,0.3646,20,360,2,1,0,4556,1
12306,0.0397,577,-0.207,10,536,1,1,0,4391,0
712,0.0541,28,0.4101,16,2660,2,1,1,223,0
22852,0.0425,911,0.3768,19,115,3,0,0,55211,1
113325,0.0223,3427,0.4843,15,799,0,1,1,17221,0
940,0.0646,40,0.6016,11,303,2,0,0,2561,1
810,0.0472,29,0.513,11,2531,4,1,0,493,0
24737,0.0228,533,0.38,10,555,2,1,0,33152,0
31046,0.0375,1412,0.005,13,233,0,1,0,24916,0
705,0.0541,33,0.1788,19,536,3,0,0,711,0
848,0.0546,66,0.6466,7,943,4,0,0,330,0
1088,0.0656,42,0.3417,19,5000,0,1,0,2385,1
160,0.0573,7,0.6888,9,80,1,0,0,179,0
345,0.0554,23,0.6144,19,200,2,0,0,171,0
296,0.0462,9,0.1238,9,2453,3,0,0,294,0
453,0.0637,33,0.2567,19,147,1,0,0,901,1
1698,0.0521,58,-0.0527,15,671,2,1,0,763,0
2756,0.0441,67,0.6271,19,410,1,0,0,3472,0
29463,0.0198,362,0.3602,20,350,5,0,0,6546,0
299,0.0716,30,0.3088,9,559,2,1,0,1062,1
10633,0.0306,342,0.377,8,476,5,0,0,3063,0
1230,0.0456,72,0.8297,18,1914,2,1,1,1274,0
1654,0.0539,74,0.803,10,2510,0,1,0,4840,1
6091,0.0332,220,0.2715,17,1018,2,1,0,6258,0
239,0.0431,10,0.6809,9,525,2,1,1,45,0
3598,0.026,135,0.6061,10,861,1,0,0,4318,0
2439,0.056,170,0.4904,21,1487,4,1,0,1120,0
4387,0.041,221,0.8862,8,1811,0,1,0,3016,0
3042,0.0772,128,-0.0464,8,962,0,0,0,3335,0
150172,0.0224,3527,0.0321,10,3064,2,0,0,75936,0
573,0.0454,25,0.6309,18,359,1,1,0,995,0
695,0.0482,47,0.0973,11,2079,2,1,1,260,0
588,0.0569,25,0.4255,19,1345,1,1,0,1125,1
665,0.0493,25,-0.046,8,361,1,1,0,327,0
574,0.0607,31,0.1195,19,839,1,0,1,583,0
15370,0.0317,361,0.4991,16,899,2,0,0,15582,0
23316,0.026,380,0.4663,16,577,1,1,0,21519,0
647,0.0361,31,0.1251,10,570,1,1,0,635,0
404,0.0337,14,0.4409,19,144,4,0,1,91,0
4224,0.0414,238,0.173,11,333,1,1,0,7799,1
669,0.051,45,0.4744,19,524,1,1,1,264,0
5649,0.0391,172,0.3371,12,375,0,0,1,432,0
2605,0.061,166,0.3717,10,282,3,1,0,7151,1
118,0.0732,5,0.2615,9,1921,1,1,0,198,0
29304,0.0355,1472,-0.2032,10,599,3,1,0,113832,1
45824,0.0191,792,0.2118,8,5000,4,0,0,25705,0
600,0.0487,26,0.4639,9,831,4,1,0,436,0
899,0.0468,33,0.1941,20,1882,5,1,1,530,0
3024,0.0414,120,0.7295,11,540,3,1,1,1454,0
3301,0.0406,100,0.4985,7,343,1,1,0,6960,1
5915,0.0387,200,0.2978,11,865,1,1,0,21411,1
67397,0.0317,2773,0.4735,19,2429,0,0,0,72410,0
1314,0.0449,78,-0.3251,10,608,4,1,0,2259,0
429,0.0578,19,0.543,20,1039,2,0,0,510,0
150,0.0635,9,0.442,6,860,2,1,0,104,0
485,0.0461,30,0.0201,11,603,3,1,0,935,1
1703,0.0629,59,0.0326,19,634,0,1,0,3600,1
45716,0.0273,1732,-0.2044,17,245,2,1,0,49554,0
712,0.0375,19,-0.0611,17,657,1,0,0,215,0
2704,0.0522,166,0.9427,10,1278,1,1,0,5411,1
1755,0.0419,79,0.5415,8,894,4,0,0,554,0
15353,0.0447,721,0.3457,15,799,1,0,0,8746,0
170839,0.0078,1804,0.3788,9,1373,2,1,0,90191,0
695,0.0677,28,0.7578,18,808,3,1,0,1016,0
749,0.0602,38,0.5862,18,674,0,1,0,1370,1
11842,0.0275,337,-0.2164,19,1387,2,1,0,16817,0
6169,0.0303,245,-0.0003,9,762,2,0,0,1406,0
50215,0.0534,1922,0.4129,11,525,2,0,0,55381,0
5172,0.0384,258,0.2911,16,1062,1,0,0,3504,0
946,0.0442,37,0.328,22,642,5,1,1,402,0
5235,0.0231,83,-0.2846,10,501,1,1,0,4282,0
13301,0.0385,644,0.177,7,776,3,0,0,8971,0
7917,0.0418,195,0.4596,18,786,4,0,1,1422,0
4505,0.0535,244,-0.0663,10,220,2,0,1,1187,0
12332,0.0283,196,-0.3112,10,928,3,1,0,16819,0
14834,0.0264,335,0.541,20,4215,2,1,0,28374,1
21761,0.0446,1067,-0.3223,17,249,1,0,0,6804,0
5811,0.0554,339,0.48,8,402,4,1,0,1901,0
1338,0.0355,42,0.3341,10,5000,0,1,0,2786,1
2354,0.0598,130,0.2571,8,292,3,1,0,1086,0
15862,0.0417,480,0.5438,17,2407,2,1,0,31855,1
415,0.0668,26,0.2022,9,529,2,1,1,180,0
3510,0.0466,237,0.5444,18,706,1,1,1,1616,0
890,0.0276,33,0.2424,17,583,0,0,0,252,0
1904,0.0483,59,0.2819,11,1018,2,1,0,4551,1
18055,0.0514,491,0.0555,8,137,5,0,0,6243,0
2550,0.0397,145,0.3419,18,801,3,1,0,5512,1
1965,0.0458,92,0.5886,20,444,1,0,1,871,0
156,0.058,9,0.3334,10,103,2,0,0,209,0
6927,0.0156,138,-0.204,17,2040,2,1,0,4213,0
5778,0.0621,292,0.4868,11,80,1,0,1,3827,0
88774,0.0254,2215,0.6409,9,5000,4,1,0,134244,0
1038,0.0573,87,0.5109,11,1232,1,1,1,403,0
2682,0.0476,149,-0.0261,15,170,2,1,1,1309,0
2832,0.0608,112,0.0967,15,2535,1,0,0,782,0
30927,0.0427,836,0.5543,14,314,1,0,0,12666,0
1523,0.0483,51,0.1404,16,328,2,1,0,907,0
2987,0.0391,147,0.2946,10,109,3,1,0,2233,0
5400,0.0536,230,-0.175,21,280,1,0,0,6781,0
2529,0.0299,39,0.1428,20,315,3,1,1,812,0
809,0.0597,69,0.6112,17,1507,1,1,0,731,0
2564,0.0376,64,-0.3092,16,2137,4,1,0,3109,0
12488,0.0548,348,-0.226,9,192,1,1,0,20857,0
284,0.059,12,0.106,18,871,1,1,1,113,0
2296,0.0555,93,-0.166,21,105,4,0,0,2959,0
512,0.0559,26,-0.0856,9,875,1,0,0,798,0
15538,0.0239,526,0.2804,22,5000,0,1,1,4471,0
116,0.0523,8,-0.21,9,112,0,0,1,35,0
661,0.0607,38,0.0877,10,241,1,1,0,1586,1
3565,0.0489,158,0.431,8,1376,0,1,0,5408,0
30270,0.0505,1613,-0.1194,17,1548,4,0,0,12793,0
1606,0.0545,65,0.4647,19,259,0,0,0,1986,0
665,0.0443,16,0.5763,8,2903,1,1,0,869,0
53427,0.0285,2191,0.1756,8,294,2,0,0,10734,0
133,0.0614,5,0.4254,22,3545,5,0,1,34,0
50,0.0411,1,-0.1858,17,1062,1,1,0,37,0
3991,0.0636,246,-0.2286,10,2371,1,0,0,5382,0
732,0.058,42,0.6763,8,963,2,0,0,312,0
287,0.0696,10,-0.2736,9,1283,3,1,0,271,0
